ID,Comments
2174,Called to change his address and see if he could get a new number since he is moving to a different city.
354,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem. He says that we should replace the whole phone.
506,Wanted to know the nearest store location. Wants to buy additional accessories.
1078,I expected significantly better Technical Support.
2612,Said his battery never has worked well. Wants a new phone ASAP.
3251,Wants to know how to do text messaging. Referred him to web site.
1218,Wanted to know the nearest store location. Wants to buy additional accessories.
3700,Wants a new faceplate.
2666,Wanted to know the nearest store location. Wants to buy additional accessories.
2982,Wants information on our Internet service. Referred him to web site.
1755,"Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service he has ever encountered. Furthermore, the phone is so shitty that he would not give it to an enemy. He now realizes you get what you pay for. I transfe"
285,Does not like the way the phone works. It is to difficult compared to his last phone.
3153,Hopes to get an additonal line working by the end of the week for his wife.
575,He expected significantly better Technical Support.
1710,Asking for a change of address and wants to switch plans. Transeffered him to customer care.
3710,Wants to add another phone. Contacting provisioning.
386,Wants to change address.
2632,Needed help figuring out his bill. I explained our minute charges.
3105,Wants to change address.
1382,Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.
182,Did not want to wait for us to implement GSM.
444,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2724,Wants a new faceplate.
1887,"He called and said someone stole his phone last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
62,"He says that his phone works fine when using it in the car with the adapter, but the battery performance sucks."
3571,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1623,He expected significantly better Technical Support.
84,Really wants the new phone from XVYX which has the PDA built in.
3017,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2279,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1869,transferred to manager ASAP
2733,Asked about how to change his ring tones. Referred him to web site.
